train_number,from_route,from_station,from_station_name,to_route,to_station,to_station_name,time,arrival,departure
92,Silver Service / Palmetto,SOP,"Southern Pines, NC",Silver Service / Palmetto,CYN,"Cary, NC",4020,2024-03-09 12:01:00+00:00,2024-03-09 12:04:00+00:00
92,Silver Service / Palmetto,CYN,"Cary, NC",Silver Service / Palmetto,RGH,"Raleigh, NC",1980,2024-03-09 13:11:00+00:00,2024-03-09 13:20:00+00:00
92,Silver Service / Palmetto,RGH,"Raleigh, NC",Silver Service / Palmetto,RMT,"Rocky Mount, NC",4560,2024-03-09 13:53:00+00:00,2024-03-09 14:04:00+00:00
92,Silver Service / Palmetto,RMT,"Rocky Mount, NC",Silver Service / Palmetto,PTB,"Petersburg, VA",5160,2024-03-09 15:20:00+00:00,2024-03-09 15:23:00+00:00
92,Silver Service / Palmetto,PTB,"Petersburg, VA",Silver Service / Palmetto,RVR,"Richmond, VA",2340,2024-03-09 16:49:00+00:00,2024-03-09 16:51:00+00:00
92,Silver Service / Palmetto,RVR,"Richmond, VA",Silver Service / Palmetto,ALX,"Alexandria, VA",21420,2024-03-09 17:30:00+00:00,2024-03-09 17:39:00+00:00
92,Silver Service / Palmetto,ALX,"Alexandria, VA",Silver Service / Palmetto,WAS,"Washington, DC",-12840,2024-03-09 23:36:00+00:00,2024-03-09 23:38:00+00:00
92,Silver Service / Palmetto,WAS,"Washington, DC",Silver Service / Palmetto,BAL,"Baltimore, MD",13500,2024-03-09 20:04:00+00:00,2024-03-09 20:36:00+00:00
92,Silver Service / Palmetto,BAL,"Baltimore, MD",Silver Service / Palmetto,WIL,"Wilmington, DE",4200,2024-03-10 00:21:00+00:00,2024-03-10 00:21:00+00:00
92,Silver Service / Palmetto,WIL,"Wilmington, DE",Silver Service / Palmetto,PHL,"Philadelphia, PA",1320,2024-03-10 01:31:00+00:00,2024-03-10 01:31:00+00:00
92,Silver Service / Palmetto,PHL,"Philadelphia, PA",Silver Service / Palmetto,TRE,"Trenton, NJ",1560,2024-03-10 01:53:00+00:00,2024-03-10 01:55:00+00:00
92,Silver Service / Palmetto,TRE,"Trenton, NJ",Silver Service / Palmetto,NWK,"Newark, NJ",2100,2024-03-10 02:21:00+00:00,2024-03-10 02:23:00+00:00
92,Silver Service / Palmetto,NWK,"Newark, NJ",Silver Service / Palmetto,NYP,"New York, NY",-10200,2024-03-10 02:58:00+00:00,2024-03-10 03:00:00+00:00
92,Silver Service / Palmetto,NYP,"New York, NY",Silver Service / Palmetto,None,None,0,2024-03-10 00:10:00+00:00,2024-03-10 00:10:00+00:00
6,California Zephyr,EMY,"Emeryville, CA",California Zephyr,RIC,"Richmond, CA",600,2024-03-08 17:15:00+00:00,2024-03-08 17:15:00+00:00
6,California Zephyr,RIC,"Richmond, CA",California Zephyr,MTZ,"Martinez, CA",1560,2024-03-08 17:25:00+00:00,2024-03-08 17:29:00+00:00
6,California Zephyr,MTZ,"Martinez, CA",California Zephyr,DAV,"Davis, CA",2460,2024-03-08 17:55:00+00:00,2024-03-08 18:00:00+00:00
6,California Zephyr,DAV,"Davis, CA",California Zephyr,SAC,"Sacramento, CA",660,2024-03-08 18:41:00+00:00,2024-03-08 18:47:00+00:00
6,California Zephyr,SAC,"Sacramento, CA",California Zephyr,RSV,"Roseville, CA",1680,2024-03-08 18:58:00+00:00,2024-03-08 19:09:00+00:00
6,California Zephyr,RSV,"Roseville, CA",California Zephyr,COX,"Colfax, CA",2880,2024-03-08 19:37:00+00:00,2024-03-08 19:43:00+00:00
6,California Zephyr,COX,"Colfax, CA",California Zephyr,TRU,"Truckee, CA",7800,2024-03-08 20:31:00+00:00,2024-03-08 20:37:00+00:00
6,California Zephyr,TRU,"Truckee, CA",California Zephyr,RNO,"Reno, NV",3420,2024-03-08 22:47:00+00:00,2024-03-08 22:59:00+00:00
6,California Zephyr,RNO,"Reno, NV",California Zephyr,WNN,"Winnemucca, NV",11280,2024-03-08 23:56:00+00:00,2024-03-09 00:06:00+00:00
6,California Zephyr,WNN,"Winnemucca, NV",California Zephyr,ELK,"Elko, NV",7980,2024-03-09 03:14:00+00:00,2024-03-09 03:28:00+00:00
6,California Zephyr,ELK,"Elko, NV",California Zephyr,SLC,"Salt Lake City, UT",15840,2024-03-09 05:41:00+00:00,2024-03-09 05:41:00+00:00
6,California Zephyr,SLC,"Salt Lake City, UT",California Zephyr,PRO,"Provo, UT",6180,2024-03-09 10:05:00+00:00,2024-03-09 10:30:00+00:00
6,California Zephyr,PRO,"Provo, UT",California Zephyr,HER,"Helper, UT",8640,2024-03-09 12:13:00+00:00,2024-03-09 12:15:00+00:00
6,California Zephyr,HER,"Helper, UT",California Zephyr,GRI,"Green River, UT",5460,2024-03-09 14:39:00+00:00,2024-03-09 14:40:00+00:00
6,California Zephyr,GRI,"Green River, UT",California Zephyr,GJT,"Grand Junction, CO",3480,2024-03-09 16:11:00+00:00,2024-03-09 16:13:00+00:00
6,California Zephyr,GJT,"Grand Junction, CO",California Zephyr,GSC,"Glenwood Springs, CO",6060,2024-03-09 17:11:00+00:00,2024-03-09 17:23:00+00:00
6,California Zephyr,GSC,"Glenwood Springs, CO",California Zephyr,GRA,"Granby, CO",15000,2024-03-09 19:04:00+00:00,2024-03-09 19:10:00+00:00
6,California Zephyr,GRA,"Granby, CO",California Zephyr,WIP,"Fraser-Winter Park, CO",1740,2024-03-09 23:20:00+00:00,2024-03-09 23:21:00+00:00
6,California Zephyr,WIP,"Fraser-Winter Park, CO",California Zephyr,DEN,"Denver, CO",6300,2024-03-09 23:50:00+00:00,2024-03-09 23:53:00+00:00
6,California Zephyr,DEN,"Denver, CO",California Zephyr,FMG,"Fort Morgan, CO",5040,2024-03-10 01:38:00+00:00,2024-03-10 02:10:00+00:00
6,California Zephyr,FMG,"Fort Morgan, CO",California Zephyr,MCK,"McCook, NE",8340,2024-03-10 03:34:00+00:00,2024-03-10 03:35:00+00:00
6,California Zephyr,MCK,"McCook, NE",California Zephyr,HLD,"Holdrege, NE",3780,2024-03-10 05:54:00+00:00,2024-03-10 05:56:00+00:00
6,California Zephyr,HLD,"Holdrege, NE",California Zephyr,HAS,"Hastings, NE",2700,2024-03-10 06:59:00+00:00,2024-03-10 07:00:00+00:00
6,California Zephyr,HAS,"Hastings, NE",California Zephyr,LNK,"Lincoln, NE",5580,2024-03-10 07:45:00+00:00,2024-03-10 07:47:00+00:00
6,California Zephyr,LNK,"Lincoln, NE",California Zephyr,OMA,"Omaha, NE",5580,2024-03-10 09:20:00+00:00,2024-03-10 09:26:00+00:00
6,California Zephyr,OMA,"Omaha, NE",California Zephyr,CRN,"Creston, IA",6600,2024-03-10 10:59:00+00:00,2024-03-10 11:14:00+00:00
6,California Zephyr,CRN,"Creston, IA",California Zephyr,OSC,"Osceola, IA",2040,2024-03-10 13:04:00+00:00,2024-03-10 13:06:00+00:00
6,California Zephyr,OSC,"Osceola, IA",California Zephyr,OTM,"Ottumwa, IA",4680,2024-03-10 13:40:00+00:00,2024-03-10 13:42:00+00:00
6,California Zephyr,OTM,"Ottumwa, IA",California Zephyr,MTP,"Mount Pleasant, IA",2700,2024-03-10 15:00:00+00:00,2024-03-10 15:09:00+00:00
6,California Zephyr,MTP,"Mount Pleasant, IA",California Zephyr,BRL,"Burlington, IA",2400,2024-03-10 15:54:00+00:00,2024-03-10 15:56:00+00:00
6,California Zephyr,BRL,"Burlington, IA",California Zephyr,GBB,"Galesburg, IL",2580,2024-03-10 16:36:00+00:00,2024-03-10 16:37:00+00:00
6,California Zephyr,GBB,"Galesburg, IL",California Zephyr,PCT,"Princeton, IL",2880,2024-03-10 17:20:00+00:00,2024-03-10 17:22:00+00:00
6,California Zephyr,PCT,"Princeton, IL",California Zephyr,NPV,"Naperville, IL",4200,2024-03-10 18:10:00+00:00,2024-03-10 18:11:00+00:00
6,California Zephyr,NPV,"Naperville, IL",California Zephyr,CHI,"Chicago, IL",5280,2024-03-10 19:21:00+00:00,2024-03-10 19:22:00+00:00
6,California Zephyr,CHI,"Chicago, IL",California Zephyr,None,None,0,2024-03-10 20:50:00+00:00,2024-03-10 20:50:00+00:00
11,Coast Starlight,SEA,"Seattle, WA",Coast Starlight,TAC,"Tacoma, WA",2400,2024-03-08 17:53:00+00:00,2024-03-08 17:53:00+00:00
11,Coast Starlight,TAC,"Tacoma, WA",Coast Starlight,OLW,"Olympia-Lacey, WA",2340,2024-03-08 18:33:00+00:00,2024-03-08 18:38:00+00:00
11,Coast Starlight,OLW,"Olympia-Lacey, WA",Coast Starlight,CTL,"Centralia, WA",1260,2024-03-08 19:17:00+00:00,2024-03-08 19:19:00+00:00
11,Coast Starlight,CTL,"Centralia, WA",Coast Starlight,KEL,"Kelso-Longview, WA",2460,2024-03-08 19:40:00+00:00,2024-03-08 19:43:00+00:00
11,Coast Starlight,KEL,"Kelso-Longview, WA",Coast Starlight,VAN,"Vancouver, WA",2400,2024-03-08 20:24:00+00:00,2024-03-08 20:27:00+00:00
11,Coast Starlight,VAN,"Vancouver, WA",Coast Starlight,PDX,"Portland, OR",2400,2024-03-08 21:07:00+00:00,2024-03-08 21:10:00+00:00
11,Coast Starlight,PDX,"Portland, OR",Coast Starlight,SLM,"Salem, OR",4440,2024-03-08 21:50:00+00:00,2024-03-08 22:22:00+00:00
11,Coast Starlight,SLM,"Salem, OR",Coast Starlight,ALY,"Albany, OR",1920,2024-03-08 23:36:00+00:00,2024-03-08 23:39:00+00:00
11,Coast Starlight,ALY,"Albany, OR",Coast Starlight,EUG,"Eugene, OR",3240,2024-03-09 00:11:00+00:00,2024-03-09 00:14:00+00:00
11,Coast Starlight,EUG,"Eugene, OR",Coast Starlight,CMO,"Chemult, OR",11340,2024-03-09 01:08:00+00:00,2024-03-09 01:15:00+00:00
11,Coast Starlight,CMO,"Chemult, OR",Coast Starlight,KFS,"Klamath Falls, OR",5580,2024-03-09 04:24:00+00:00,2024-03-09 04:25:00+00:00
11,Coast Starlight,KFS,"Klamath Falls, OR",Coast Starlight,DUN,"Dunsmuir, CA",9360,2024-03-09 05:58:00+00:00,2024-03-09 06:08:00+00:00
11,Coast Starlight,DUN,"Dunsmuir, CA",Coast Starlight,RDD,"Redding, CA",6240,2024-03-09 08:44:00+00:00,2024-03-09 08:45:00+00:00
