train_number,from_route,from_station,from_station_name,to_route,to_station,to_station_name,time,arrival,departure
98,Silver Service / Palmetto,FTL,"Fort Lauderdale, FL",Silver Service / Palmetto,DFB,"Deerfield Beach, FL",900,2024-03-09 13:46:00+00:00,2024-03-09 13:50:00+00:00
98,Silver Service / Palmetto,DFB,"Deerfield Beach, FL",Silver Service / Palmetto,DLB,"Delray Beach, FL",660,2024-03-09 14:05:00+00:00,2024-03-09 14:08:00+00:00
98,Silver Service / Palmetto,DLB,"Delray Beach, FL",Silver Service / Palmetto,WPB,"West Palm Beach, FL",1200,2024-03-09 14:19:00+00:00,2024-03-09 14:22:00+00:00
98,Silver Service / Palmetto,WPB,"West Palm Beach, FL",Silver Service / Palmetto,SBG,"Sebring, FL",5640,2024-03-09 14:42:00+00:00,2024-03-09 14:47:00+00:00
98,Silver Service / Palmetto,SBG,"Sebring, FL",Silver Service / Palmetto,WTH,"Winter Haven, FL",2400,2024-03-09 16:21:00+00:00,2024-03-09 16:23:00+00:00
98,Silver Service / Palmetto,WTH,"Winter Haven, FL",Silver Service / Palmetto,KIS,"Kissimmee, FL",2760,2024-03-09 17:03:00+00:00,2024-03-09 17:08:00+00:00
98,Silver Service / Palmetto,KIS,"Kissimmee, FL",Silver Service / Palmetto,ORL,"Orlando, FL",1500,2024-03-09 17:54:00+00:00,2024-03-09 17:57:00+00:00
98,Silver Service / Palmetto,ORL,"Orlando, FL",Silver Service / Palmetto,WPK,"Winter Park, FL",900,2024-03-09 18:22:00+00:00,2024-03-09 18:36:00+00:00
98,Silver Service / Palmetto,WPK,"Winter Park, FL",Silver Service / Palmetto,DLD,"DeLand, FL",2700,2024-03-09 18:51:00+00:00,2024-03-09 18:53:00+00:00
98,Silver Service / Palmetto,DLD,"DeLand, FL",Silver Service / Palmetto,PAK,"Palatka, FL",2820,2024-03-09 19:38:00+00:00,2024-03-09 19:40:00+00:00
98,Silver Service / Palmetto,PAK,"Palatka, FL",Silver Service / Palmetto,JAX,"Jacksonville, FL",4860,2024-03-09 20:27:00+00:00,2024-03-09 20:30:00+00:00
98,Silver Service / Palmetto,JAX,"Jacksonville, FL",Silver Service / Palmetto,JSP,"Jesup, GA",4740,2024-03-09 21:51:00+00:00,2024-03-09 22:11:00+00:00
98,Silver Service / Palmetto,JSP,"Jesup, GA",Silver Service / Palmetto,SAV,"Savannah, GA",3720,2024-03-09 23:30:00+00:00,2024-03-09 23:35:00+00:00
98,Silver Service / Palmetto,SAV,"Savannah, GA",Silver Service / Palmetto,YEM,"Yemassee, SC",2700,2024-03-10 00:37:00+00:00,2024-03-10 00:45:00+00:00
98,Silver Service / Palmetto,YEM,"Yemassee, SC",Silver Service / Palmetto,CHS,"Charleston, SC",3060,2024-03-10 01:30:00+00:00,2024-03-10 01:34:00+00:00
98,Silver Service / Palmetto,CHS,"Charleston, SC",Silver Service / Palmetto,KTR,"Kingstree, SC",3060,2024-03-10 02:25:00+00:00,2024-03-10 02:34:00+00:00
98,Silver Service / Palmetto,KTR,"Kingstree, SC",Silver Service / Palmetto,FLO,"Florence, SC",3240,2024-03-10 03:25:00+00:00,2024-03-10 03:28:00+00:00
98,Silver Service / Palmetto,FLO,"Florence, SC",Silver Service / Palmetto,FAY,"Fayetteville, NC",4500,2024-03-10 04:22:00+00:00,2024-03-10 04:32:00+00:00
98,Silver Service / Palmetto,FAY,"Fayetteville, NC",Silver Service / Palmetto,RMT,"Rocky Mount, NC",5280,2024-03-10 05:47:00+00:00,2024-03-10 05:57:00+00:00
98,Silver Service / Palmetto,RMT,"Rocky Mount, NC",Silver Service / Palmetto,PTB,"Petersburg, VA",4860,2024-03-10 07:25:00+00:00,2024-03-10 07:29:00+00:00
98,Silver Service / Palmetto,PTB,"Petersburg, VA",Silver Service / Palmetto,RVR,"Richmond, VA",2940,2024-03-10 08:50:00+00:00,2024-03-10 08:53:00+00:00
98,Silver Service / Palmetto,RVR,"Richmond, VA",Silver Service / Palmetto,FBG,"Fredericksburg, VA",3000,2024-03-10 09:42:00+00:00,2024-03-10 09:52:00+00:00
98,Silver Service / Palmetto,FBG,"Fredericksburg, VA",Silver Service / Palmetto,ALX,"Alexandria, VA",2520,2024-03-10 10:42:00+00:00,2024-03-10 10:42:00+00:00
98,Silver Service / Palmetto,ALX,"Alexandria, VA",Silver Service / Palmetto,WAS,"Washington, DC",3540,2024-03-10 11:24:00+00:00,2024-03-10 11:26:00+00:00
98,Silver Service / Palmetto,WAS,"Washington, DC",Silver Service / Palmetto,BAL,"Baltimore, MD",2220,2024-03-10 12:25:00+00:00,2024-03-10 12:50:00+00:00
98,Silver Service / Palmetto,BAL,"Baltimore, MD",Silver Service / Palmetto,WIL,"Wilmington, DE",2940,2024-03-10 13:27:00+00:00,2024-03-10 13:36:00+00:00
98,Silver Service / Palmetto,WIL,"Wilmington, DE",Silver Service / Palmetto,PHL,"Philadelphia, PA",1260,2024-03-10 14:25:00+00:00,2024-03-10 14:29:00+00:00
98,Silver Service / Palmetto,PHL,"Philadelphia, PA",Silver Service / Palmetto,TRE,"Trenton, NJ",1680,2024-03-10 14:50:00+00:00,2024-03-10 14:55:00+00:00
98,Silver Service / Palmetto,TRE,"Trenton, NJ",Silver Service / Palmetto,NWK,"Newark, NJ",2100,2024-03-10 15:23:00+00:00,2024-03-10 15:25:00+00:00
98,Silver Service / Palmetto,NWK,"Newark, NJ",Silver Service / Palmetto,NYP,"New York, NY",1080,2024-03-10 16:00:00+00:00,2024-03-10 16:02:00+00:00
98,Silver Service / Palmetto,NYP,"New York, NY",Silver Service / Palmetto,None,None,0,2024-03-10 16:20:00+00:00,2024-03-10 16:20:00+00:00
64,Maple Leaf,TWO,"Toronto, ON",Maple Leaf,NFS,"Niagara Falls, ON",7200,2024-03-09 13:20:00+00:00,2024-03-09 13:20:00+00:00
64,Maple Leaf,NFS,"Niagara Falls, ON",Maple Leaf,NFL,"Niagara Falls, NY",960,2024-03-09 15:20:00+00:00,2024-03-09 15:28:00+00:00
64,Maple Leaf,NFL,"Niagara Falls, NY",Maple Leaf,BFX,"Buffalo, NY",1980,2024-03-09 15:44:00+00:00,2024-03-09 16:50:00+00:00
64,Maple Leaf,BFX,"Buffalo, NY",Maple Leaf,BUF,"Buffalo, NY",660,2024-03-09 17:23:00+00:00,2024-03-09 17:25:00+00:00
64,Maple Leaf,BUF,"Buffalo, NY",Maple Leaf,ROC,"Rochester, NY",3000,2024-03-09 17:36:00+00:00,2024-03-09 17:40:00+00:00
64,Maple Leaf,ROC,"Rochester, NY",Maple Leaf,SYR,"Syracuse, NY",4200,2024-03-09 18:30:00+00:00,2024-03-09 18:34:00+00:00
64,Maple Leaf,SYR,"Syracuse, NY",Maple Leaf,ROM,"Rome, NY",2460,2024-03-09 19:44:00+00:00,2024-03-09 19:54:00+00:00
64,Maple Leaf,ROM,"Rome, NY",Maple Leaf,UCA,"Utica, NY",900,2024-03-09 20:35:00+00:00,2024-03-09 20:36:00+00:00
64,Maple Leaf,UCA,"Utica, NY",Maple Leaf,AMS,"Amsterdam, NY",3600,2024-03-09 20:51:00+00:00,2024-03-09 20:53:00+00:00
64,Maple Leaf,AMS,"Amsterdam, NY",Maple Leaf,SDY,"Schenectady, NY",2640,2024-03-09 21:53:00+00:00,2024-03-09 21:55:00+00:00
64,Maple Leaf,SDY,"Schenectady, NY",Maple Leaf,ALB,"Albany-Rensselaer, NY",1500,2024-03-09 22:39:00+00:00,2024-03-09 22:40:00+00:00
64,Maple Leaf,ALB,"Albany-Rensselaer, NY",Maple Leaf,HUD,"Hudson, NY",1200,2024-03-09 23:05:00+00:00,2024-03-09 23:35:00+00:00
64,Maple Leaf,HUD,"Hudson, NY",Maple Leaf,RHI,"Rhinecliff, NY",1260,2024-03-09 23:55:00+00:00,2024-03-09 23:57:00+00:00
64,Maple Leaf,RHI,"Rhinecliff, NY",Maple Leaf,POU,"Poughkeepsie, NY",900,2024-03-10 00:18:00+00:00,2024-03-10 00:20:00+00:00
64,Maple Leaf,POU,"Poughkeepsie, NY",Maple Leaf,CRT,"Croton-Harmon, NY",2400,2024-03-10 00:35:00+00:00,2024-03-10 00:36:00+00:00
64,Maple Leaf,CRT,"Croton-Harmon, NY",Maple Leaf,YNY,"Yonkers, NY",1140,2024-03-10 01:16:00+00:00,2024-03-10 01:17:00+00:00
64,Maple Leaf,YNY,"Yonkers, NY",Maple Leaf,NYP,"New York, NY",2340,2024-03-10 01:36:00+00:00,2024-03-10 01:37:00+00:00
64,Maple Leaf,NYP,"New York, NY",Maple Leaf,None,None,0,2024-03-10 02:16:00+00:00,2024-03-10 02:16:00+00:00
194,Northeast Regional,NPN,"Newport News, VA",Northeast Regional,WBG,"Williamsburg, VA",1140,2024-03-09 13:30:00+00:00,2024-03-09 13:30:00+00:00
194,Northeast Regional,WBG,"Williamsburg, VA",Northeast Regional,RVM,"Richmond, VA",2820,2024-03-09 13:49:00+00:00,2024-03-09 13:52:00+00:00
194,Northeast Regional,RVM,"Richmond, VA",Northeast Regional,RVR,"Richmond, VA",1920,2024-03-09 14:39:00+00:00,2024-03-09 14:42:00+00:00
194,Northeast Regional,RVR,"Richmond, VA",Northeast Regional,ASD,"Ashland, VA",720,2024-03-09 15:14:00+00:00,2024-03-09 15:19:00+00:00
194,Northeast Regional,ASD,"Ashland, VA",Northeast Regional,FBG,"Fredericksburg, VA",2580,2024-03-09 15:31:00+00:00,2024-03-09 15:32:00+00:00
194,Northeast Regional,FBG,"Fredericksburg, VA",Northeast Regional,QAN,"Quantico, VA",1140,2024-03-09 16:15:00+00:00,2024-03-09 16:17:00+00:00
194,Northeast Regional,QAN,"Quantico, VA",Northeast Regional,ALX,"Alexandria, VA",2100,2024-03-09 16:36:00+00:00,2024-03-09 16:37:00+00:00
194,Northeast Regional,ALX,"Alexandria, VA",Northeast Regional,WAS,"Washington, DC",1320,2024-03-09 17:12:00+00:00,2024-03-09 17:14:00+00:00
194,Northeast Regional,WAS,"Washington, DC",Northeast Regional,NCR,"New Carrollton, MD",660,2024-03-09 17:36:00+00:00,2024-03-09 18:05:00+00:00
194,Northeast Regional,NCR,"New Carrollton, MD",Northeast Regional,BWI,"BWI Marshall Airport, MD",840,2024-03-09 18:16:00+00:00,2024-03-09 18:17:00+00:00
194,Northeast Regional,BWI,"BWI Marshall Airport, MD",Northeast Regional,BAL,"Baltimore, MD",1020,2024-03-09 18:31:00+00:00,2024-03-09 18:32:00+00:00
194,Northeast Regional,BAL,"Baltimore, MD",Northeast Regional,WIL,"Wilmington, DE",2640,2024-03-09 18:49:00+00:00,2024-03-09 18:51:00+00:00
194,Northeast Regional,WIL,"Wilmington, DE",Northeast Regional,PHL,"Philadelphia, PA",1380,2024-03-09 19:35:00+00:00,2024-03-09 19:37:00+00:00
194,Northeast Regional,PHL,"Philadelphia, PA",Northeast Regional,TRE,"Trenton, NJ",1500,2024-03-09 20:00:00+00:00,2024-03-09 20:05:00+00:00
194,Northeast Regional,TRE,"Trenton, NJ",Northeast Regional,MET,"Metropark, NJ",1320,2024-03-09 20:30:00+00:00,2024-03-09 20:32:00+00:00
194,Northeast Regional,MET,"Metropark, NJ",Northeast Regional,EWR,"Newark, NJ",720,2024-03-09 20:54:00+00:00,2024-03-09 20:55:00+00:00
194,Northeast Regional,EWR,"Newark, NJ",Northeast Regional,NWK,"Newark, NJ",300,2024-03-09 21:07:00+00:00,2024-03-09 21:08:00+00:00
194,Northeast Regional,NWK,"Newark, NJ",Northeast Regional,NYP,"New York, NY",1260,2024-03-09 21:13:00+00:00,2024-03-09 21:15:00+00:00
194,Northeast Regional,NYP,"New York, NY",Northeast Regional,NRO,"New Rochelle, NY",1860,2024-03-09 21:36:00+00:00,2024-03-09 21:57:00+00:00
194,Northeast Regional,NRO,"New Rochelle, NY",Northeast Regional,STM,"Stamford, CT",1080,2024-03-09 22:28:00+00:00,2024-03-09 22:29:00+00:00
194,Northeast Regional,STM,"Stamford, CT",Northeast Regional,BRP,"Bridgeport, CT",1680,2024-03-09 22:47:00+00:00,2024-03-09 22:49:00+00:00
194,Northeast Regional,BRP,"Bridgeport, CT",Northeast Regional,NHV,"New Haven, CT",1560,2024-03-09 23:17:00+00:00,2024-03-09 23:18:00+00:00
194,Northeast Regional,NHV,"New Haven, CT",Northeast Regional,OSB,"Old Saybrook, CT",1740,2024-03-09 23:44:00+00:00,2024-03-09 23:46:00+00:00
194,Northeast Regional,OSB,"Old Saybrook, CT",Northeast Regional,NLC,"New London, CT",1140,2024-03-10 00:15:00+00:00,2024-03-10 00:17:00+00:00
194,Northeast Regional,NLC,"New London, CT",Northeast Regional,WLY,"Westerly, RI",1140,2024-03-10 00:36:00+00:00,2024-03-10 00:38:00+00:00
194,Northeast Regional,WLY,"Westerly, RI",Northeast Regional,KIN,"Kingston, RI",780,2024-03-10 00:57:00+00:00,2024-03-10 00:58:00+00:00
194,Northeast Regional,KIN,"Kingston, RI",Northeast Regional,PVD,"Providence, RI",1140,2024-03-10 01:11:00+00:00,2024-03-10 01:12:00+00:00
194,Northeast Regional,PVD,"Providence, RI",Northeast Regional,RTE,"Route 128, MA",1260,2024-03-10 01:31:00+00:00,2024-03-10 01:32:00+00:00
194,Northeast Regional,RTE,"Route 128, MA",Northeast Regional,BBY,"Boston, MA",540,2024-03-10 01:53:00+00:00,2024-03-10 01:54:00+00:00
194,Northeast Regional,BBY,"Boston, MA",Northeast Regional,BOS,"Boston, MA",840,2024-03-10 02:03:00+00:00,2024-03-10 02:04:00+00:00
194,Northeast Regional,BOS,"Boston, MA",Northeast Regional,None,None,0,2024-03-10 02:18:00+00:00,2024-03-10 02:18:00+00:00
147,Northeast Regional,SPG,"Springfield, MA",Northeast Regional,WNL,"Windsor Locks, CT",1080,2024-03-09 13:36:00+00:00,2024-03-09 13:36:00+00:00
147,Northeast Regional,WNL,"Windsor Locks, CT",Northeast Regional,WND,"Windsor, CT",300,2024-03-09 13:54:00+00:00,2024-03-09 13:56:00+00:00
147,Northeast Regional,WND,"Windsor, CT",Northeast Regional,HFD,"Hartford, CT",300,2024-03-09 14:01:00+00:00,2024-03-09 14:03:00+00:00
147,Northeast Regional,HFD,"Hartford, CT",Northeast Regional,BER,"Berlin, CT",660,2024-03-09 14:08:00+00:00,2024-03-09 14:10:00+00:00
147,Northeast Regional,BER,"Berlin, CT",Northeast Regional,MDN,"Meriden, CT",540,2024-03-09 14:21:00+00:00,2024-03-09 14:22:00+00:00
147,Northeast Regional,MDN,"Meriden, CT",Northeast Regional,WFD,"Wallingford, CT",480,2024-03-09 14:31:00+00:00,2024-03-09 14:32:00+00:00
147,Northeast Regional,WFD,"Wallingford, CT",Northeast Regional,STS,"New Haven, CT",1260,2024-03-09 14:40:00+00:00,2024-03-09 14:41:00+00:00
147,Northeast Regional,STS,"New Haven, CT",Northeast Regional,NHV,"New Haven, CT",-120,2024-03-09 15:02:00+00:00,2024-03-09 15:04:00+00:00
147,Northeast Regional,NHV,"New Haven, CT",Northeast Regional,BRP,"Bridgeport, CT",1260,2024-03-09 15:02:00+00:00,2024-03-09 15:18:00+00:00
147,Northeast Regional,BRP,"Bridgeport, CT",Northeast Regional,STM,"Stamford, CT",1800,2024-03-09 15:39:00+00:00,2024-03-09 15:40:00+00:00
147,Northeast Regional,STM,"Stamford, CT",Northeast Regional,NRO,"New Rochelle, NY",1560,2024-03-09 16:10:00+00:00,2024-03-09 16:11:00+00:00
147,Northeast Regional,NRO,"New Rochelle, NY",Northeast Regional,NYP,"New York, NY",2220,2024-03-09 16:37:00+00:00,2024-03-09 16:38:00+00:00
147,Northeast Regional,NYP,"New York, NY",Northeast Regional,NWK,"Newark, NJ",960,2024-03-09 17:15:00+00:00,2024-03-09 17:50:00+00:00
147,Northeast Regional,NWK,"Newark, NJ",Northeast Regional,EWR,"Newark, NJ",240,2024-03-09 18:06:00+00:00,2024-03-09 18:07:00+00:00
147,Northeast Regional,EWR,"Newark, NJ",Northeast Regional,MET,"Metropark, NJ",720,2024-03-09 18:11:00+00:00,2024-03-09 18:12:00+00:00
147,Northeast Regional,MET,"Metropark, NJ",Northeast Regional,TRE,"Trenton, NJ",1260,2024-03-09 18:24:00+00:00,2024-03-09 18:25:00+00:00
147,Northeast Regional,TRE,"Trenton, NJ",Northeast Regional,PHL,"Philadelphia, PA",1620,2024-03-09 18:46:00+00:00,2024-03-09 18:48:00+00:00
147,Northeast Regional,PHL,"Philadelphia, PA",Northeast Regional,WIL,"Wilmington, DE",1140,2024-03-09 19:15:00+00:00,2024-03-09 19:18:00+00:00
147,Northeast Regional,WIL,"Wilmington, DE",Northeast Regional,BAL,"Baltimore, MD",2940,2024-03-09 19:37:00+00:00,2024-03-09 19:39:00+00:00
147,Northeast Regional,BAL,"Baltimore, MD",Northeast Regional,BWI,"BWI Marshall Airport, MD",660,2024-03-09 20:28:00+00:00,2024-03-09 20:30:00+00:00
147,Northeast Regional,BWI,"BWI Marshall Airport, MD",Northeast Regional,NCR,"New Carrollton, MD",960,2024-03-09 20:41:00+00:00,2024-03-09 20:43:00+00:00
147,Northeast Regional,NCR,"New Carrollton, MD",Northeast Regional,WAS,"Washington, DC",720,2024-03-09 20:59:00+00:00,2024-03-09 21:00:00+00:00
147,Northeast Regional,WAS,"Washington, DC",Northeast Regional,ALX,"Alexandria, VA",900,2024-03-09 21:12:00+00:00,2024-03-09 22:00:00+00:00
147,Northeast Regional,ALX,"Alexandria, VA",Northeast Regional,BCV,"Burke Centre, VA",960,2024-03-09 22:15:00+00:00,2024-03-09 22:17:00+00:00
147,Northeast Regional,BCV,"Burke Centre, VA",Northeast Regional,MSS,"Manassas, VA",1020,2024-03-09 22:33:00+00:00,2024-03-09 22:34:00+00:00
147,Northeast Regional,MSS,"Manassas, VA",Northeast Regional,CLP,"Culpeper, VA",2400,2024-03-09 22:51:00+00:00,2024-03-09 22:53:00+00:00
147,Northeast Regional,CLP,"Culpeper, VA",Northeast Regional,CVS,"Charlottesville, VA",3480,2024-03-09 23:33:00+00:00,2024-03-09 23:34:00+00:00
147,Northeast Regional,CVS,"Charlottesville, VA",Northeast Regional,LYH,"Lynchburg, VA",4080,2024-03-10 00:32:00+00:00,2024-03-10 00:35:00+00:00
147,Northeast Regional,LYH,"Lynchburg, VA",Northeast Regional,RNK,"Roanoke, VA",4380,2024-03-10 01:43:00+00:00,2024-03-10 01:46:00+00:00
147,Northeast Regional,RNK,"Roanoke, VA",Northeast Regional,None,None,0,2024-03-10 02:59:00+00:00,2024-03-10 02:59:00+00:00
69,Adirondack,NYP,"New York, NY",Adirondack,YNY,"Yonkers, NY",1680,2024-03-09 13:40:00+00:00,2024-03-09 13:40:00+00:00
69,Adirondack,YNY,"Yonkers, NY",Adirondack,CRT,"Croton-Harmon, NY",1140,2024-03-09 14:08:00+00:00,2024-03-09 14:09:00+00:00
69,Adirondack,CRT,"Croton-Harmon, NY",Adirondack,POU,"Poughkeepsie, NY",2580,2024-03-09 14:28:00+00:00,2024-03-09 14:29:00+00:00
69,Adirondack,POU,"Poughkeepsie, NY",Adirondack,RHI,"Rhinecliff, NY",900,2024-03-09 15:12:00+00:00,2024-03-09 15:13:00+00:00
69,Adirondack,RHI,"Rhinecliff, NY",Adirondack,HUD,"Hudson, NY",1260,2024-03-09 15:28:00+00:00,2024-03-09 15:30:00+00:00
69,Adirondack,HUD,"Hudson, NY",Adirondack,ALB,"Albany-Rensselaer, NY",1680,2024-03-09 15:51:00+00:00,2024-03-09 15:52:00+00:00
69,Adirondack,ALB,"Albany-Rensselaer, NY",Adirondack,SDY,"Schenectady, NY",1260,2024-03-09 16:20:00+00:00,2024-03-09 16:40:00+00:00
69,Adirondack,SDY,"Schenectady, NY",Adirondack,SAR,"Saratoga Springs, NY",1500,2024-03-09 17:01:00+00:00,2024-03-09 17:03:00+00:00
69,Adirondack,SAR,"Saratoga Springs, NY",Adirondack,FED,"Fort Edward-Glens Falls, NY",1200,2024-03-09 17:28:00+00:00,2024-03-09 17:30:00+00:00
69,Adirondack,FED,"Fort Edward-Glens Falls, NY",Adirondack,WHL,"Whitehall, NY",1320,2024-03-09 17:50:00+00:00,2024-03-09 17:51:00+00:00
69,Adirondack,WHL,"Whitehall, NY",Adirondack,FTC,"Ticonderoga, NY",1920,2024-03-09 18:13:00+00:00,2024-03-09 18:14:00+00:00
69,Adirondack,FTC,"Ticonderoga, NY",Adirondack,POH,"Port Henry, NY",1260,2024-03-09 18:46:00+00:00,2024-03-09 18:47:00+00:00
69,Adirondack,POH,"Port Henry, NY",Adirondack,WSP,"Westport, NY",1320,2024-03-09 19:08:00+00:00,2024-03-09 19:09:00+00:00
69,Adirondack,WSP,"Westport, NY",Adirondack,PLB,"Plattsburgh, NY",4920,2024-03-09 19:31:00+00:00,2024-03-09 19:32:00+00:00
69,Adirondack,PLB,"Plattsburgh, NY",Adirondack,RSP,"Rouses Point, NY",1980,2024-03-09 20:54:00+00:00,2024-03-09 20:57:00+00:00
69,Adirondack,RSP,"Rouses Point, NY",Adirondack,SLQ,"St-Lambert, QC",8460,2024-03-09 21:30:00+00:00,2024-03-09 21:33:00+00:00
69,Adirondack,SLQ,"St-Lambert, QC",Adirondack,MTR,"Montreal, QC",4920,2024-03-09 23:54:00+00:00,2024-03-09 23:54:00+00:00
69,Adirondack,MTR,"Montreal, QC",Adirondack,None,None,0,2024-03-10 01:16:00+00:00,2024-03-10 01:16:00+00:00
99,Northeast Regional,BOS,"Boston, MA",Northeast Regional,BBY,"Boston, MA",240,2024-03-09 13:40:00+00:00,2024-03-09 13:40:00+00:00
99,Northeast Regional,BBY,"Boston, MA",Northeast Regional,RTE,"Route 128, MA",540,2024-03-09 13:44:00+00:00,2024-03-09 13:45:00+00:00
99,Northeast Regional,RTE,"Route 128, MA",Northeast Regional,PVD,"Providence, RI",1320,2024-03-09 13:54:00+00:00,2024-03-09 13:55:00+00:00
99,Northeast Regional,PVD,"Providence, RI",Northeast Regional,KIN,"Kingston, RI",1200,2024-03-09 14:17:00+00:00,2024-03-09 14:19:00+00:00
99,Northeast Regional,KIN,"Kingston, RI",Northeast Regional,WLY,"Westerly, RI",900,2024-03-09 14:39:00+00:00,2024-03-09 14:40:00+00:00
99,Northeast Regional,WLY,"Westerly, RI",Northeast Regional,MYS,"Mystic, CT",360,2024-03-09 14:55:00+00:00,2024-03-09 14:57:00+00:00
99,Northeast Regional,MYS,"Mystic, CT",Northeast Regional,NLC,"New London, CT",720,2024-03-09 15:03:00+00:00,2024-03-09 15:04:00+00:00
99,Northeast Regional,NLC,"New London, CT",Northeast Regional,NHV,"New Haven, CT",2760,2024-03-09 15:16:00+00:00,2024-03-09 15:17:00+00:00
99,Northeast Regional,NHV,"New Haven, CT",Northeast Regional,BRP,"Bridgeport, CT",1260,2024-03-09 16:03:00+00:00,2024-03-09 16:05:00+00:00
99,Northeast Regional,BRP,"Bridgeport, CT",Northeast Regional,STM,"Stamford, CT",1560,2024-03-09 16:26:00+00:00,2024-03-09 16:27:00+00:00
99,Northeast Regional,STM,"Stamford, CT",Northeast Regional,NRO,"New Rochelle, NY",1200,2024-03-09 16:53:00+00:00,2024-03-09 16:55:00+00:00
99,Northeast Regional,NRO,"New Rochelle, NY",Northeast Regional,NYP,"New York, NY",2400,2024-03-09 17:15:00+00:00,2024-03-09 17:16:00+00:00
99,Northeast Regional,NYP,"New York, NY",Northeast Regional,NWK,"Newark, NJ",960,2024-03-09 17:56:00+00:00,2024-03-09 18:17:00+00:00
99,Northeast Regional,NWK,"Newark, NJ",Northeast Regional,MET,"Metropark, NJ",780,2024-03-09 18:33:00+00:00,2024-03-09 18:35:00+00:00
99,Northeast Regional,MET,"Metropark, NJ",Northeast Regional,PHL,"Philadelphia, PA",3180,2024-03-09 18:48:00+00:00,2024-03-09 18:49:00+00:00
99,Northeast Regional,PHL,"Philadelphia, PA",Northeast Regional,WIL,"Wilmington, DE",1200,2024-03-09 19:42:00+00:00,2024-03-09 19:46:00+00:00
99,Northeast Regional,WIL,"Wilmington, DE",Northeast Regional,BAL,"Baltimore, MD",2880,2024-03-09 20:06:00+00:00,2024-03-09 20:08:00+00:00
99,Northeast Regional,BAL,"Baltimore, MD",Northeast Regional,BWI,"BWI Marshall Airport, MD",780,2024-03-09 20:56:00+00:00,2024-03-09 20:58:00+00:00
99,Northeast Regional,BWI,"BWI Marshall Airport, MD",Northeast Regional,NCR,"New Carrollton, MD",900,2024-03-09 21:11:00+00:00,2024-03-09 21:13:00+00:00
99,Northeast Regional,NCR,"New Carrollton, MD",Northeast Regional,WAS,"Washington, DC",900,2024-03-09 21:28:00+00:00,2024-03-09 21:29:00+00:00
99,Northeast Regional,WAS,"Washington, DC",Northeast Regional,ALX,"Alexandria, VA",900,2024-03-09 21:44:00+00:00,2024-03-09 22:10:00+00:00
99,Northeast Regional,ALX,"Alexandria, VA",Northeast Regional,QAN,"Quantico, VA",1500,2024-03-09 22:25:00+00:00,2024-03-09 22:28:00+00:00
99,Northeast Regional,QAN,"Quantico, VA",Northeast Regional,FBG,"Fredericksburg, VA",1260,2024-03-09 22:53:00+00:00,2024-03-09 22:54:00+00:00
99,Northeast Regional,FBG,"Fredericksburg, VA",Northeast Regional,ASD,"Ashland, VA",2460,2024-03-09 23:15:00+00:00,2024-03-09 23:18:00+00:00
99,Northeast Regional,ASD,"Ashland, VA",Northeast Regional,RVR,"Richmond, VA",1080,2024-03-09 23:59:00+00:00,2024-03-10 00:00:00+00:00
99,Northeast Regional,RVR,"Richmond, VA",Northeast Regional,RVM,"Richmond, VA",1440,2024-03-10 00:18:00+00:00,2024-03-10 00:23:00+00:00
99,Northeast Regional,RVM,"Richmond, VA",Northeast Regional,WBG,"Williamsburg, VA",3000,2024-03-10 00:47:00+00:00,2024-03-10 00:50:00+00:00
99,Northeast Regional,WBG,"Williamsburg, VA",Northeast Regional,NPN,"Newport News, VA",1980,2024-03-10 01:40:00+00:00,2024-03-10 01:43:00+00:00
99,Northeast Regional,NPN,"Newport News, VA",Northeast Regional,None,None,0,2024-03-10 02:16:00+00:00,2024-03-10 02:16:00+00:00
156,Northeast Regional,RNK,"Roanoke, VA",Northeast Regional,LYH,"Lynchburg, VA",4440,2024-03-09 13:45:00+00:00,2024-03-09 13:45:00+00:00
156,Northeast Regional,LYH,"Lynchburg, VA",Northeast Regional,CVS,"Charlottesville, VA",4380,2024-03-09 14:59:00+00:00,2024-03-09 15:02:00+00:00
156,Northeast Regional,CVS,"Charlottesville, VA",Northeast Regional,CLP,"Culpeper, VA",3060,2024-03-09 16:15:00+00:00,2024-03-09 16:18:00+00:00
156,Northeast Regional,CLP,"Culpeper, VA",Northeast Regional,MSS,"Manassas, VA",1920,2024-03-09 17:09:00+00:00,2024-03-09 17:10:00+00:00
156,Northeast Regional,MSS,"Manassas, VA",Northeast Regional,BCV,"Burke Centre, VA",960,2024-03-09 17:42:00+00:00,2024-03-09 17:44:00+00:00
156,Northeast Regional,BCV,"Burke Centre, VA",Northeast Regional,ALX,"Alexandria, VA",1380,2024-03-09 18:00:00+00:00,2024-03-09 18:01:00+00:00
156,Northeast Regional,ALX,"Alexandria, VA",Northeast Regional,WAS,"Washington, DC",1500,2024-03-09 18:24:00+00:00,2024-03-09 18:26:00+00:00
156,Northeast Regional,WAS,"Washington, DC",Northeast Regional,NCR,"New Carrollton, MD",660,2024-03-09 18:51:00+00:00,2024-03-09 19:35:00+00:00
156,Northeast Regional,NCR,"New Carrollton, MD",Northeast Regional,BWI,"BWI Marshall Airport, MD",840,2024-03-09 19:46:00+00:00,2024-03-09 19:47:00+00:00
156,Northeast Regional,BWI,"BWI Marshall Airport, MD",Northeast Regional,BAL,"Baltimore, MD",900,2024-03-09 20:01:00+00:00,2024-03-09 20:02:00+00:00
